"K1","ko"
"ko:K01708","ko01100"
"ko:K09551",""
"ko:K19569","ko01110"
"ko:K15327",""
"ko:K16210",""
"ko:K11413","ko05230"
"ko:K12511","ko02020"
"ko:K00084","ko01100"
"ko:K12255","ko01100"
"ko:K08895",""
"ko:K18777",""
"ko:K20697","ko04624"
"ko:K05859","ko05225"
"ko:K04943","ko04976"
"ko:K04423","ko04010"
"ko:K20787","ko01052"
"ko:K12477","ko04144"
"ko:K06793","ko04820"
"ko:K19807","ko04011"
"ko:K13829","ko01230"
"ko:K20660",""
"ko:K08115",""
"ko:K07604","ko05150"
"ko:K12568","ko05414"
"ko:K20247","ko01100"
"ko:K11700",""
"ko:K10995","ko04218"
"ko:K06645","ko05207"
"ko:K04601",""
"ko:K14258",""
"ko:K08238",""
"ko:K13178",""
"ko:K18104","ko02010"
"ko:K18049","ko01100"
"ko:K13712","ko04144"
"ko:K19691","ko02020"
"ko:K09638",""
"ko:K17426",""
"ko:K16774",""
"ko:K21604",""
"ko:K04140","ko04080"
"ko:K17642",""
"ko:K21481",""
"ko:K12408","ko01100"
"ko:K11872",""
"ko:K22454",""
"ko:K03993","ko05171"
"ko:K20091",""
"ko:K08753","ko04923"
"ko:K11856",""
"ko:K03996","ko05322"
"ko:K19918",""
"ko:K06243","ko05222"
"ko:K07290",""
"ko:K15839","ko05030"
"ko:K17779",""
"ko:K22316","ko03030"
"ko:K22380",""
"ko:K14968",""
"ko:K17451","ko03083"
"ko:K22127",""
"ko:K13865",""
"ko:K11880",""
"ko:K07249","ko01100"
"ko:K10161","ko05235"
"ko:K06045","ko01110"
"ko:K13821","ko01110"
"ko:K16396","ko01052"
"ko:K08784",""
"ko:K09401",""
"ko:K10721","ko00981"
"ko:K03918",""
"ko:K11772",""
"ko:K22450","ko01110"
"ko:K16946",""
"ko:K11562",""
"ko:K15444",""
"ko:K16551",""
"ko:K14425",""
"ko:K16766",""
"ko:K11763",""
"ko:K12487","ko05135"
"ko:K18551","ko01100"
"ko:K11041","ko05150"
"ko:K08187","ko04974"
"ko:K18436","ko05032"
"ko:K22478","ko01230"
"ko:K08102","ko00534"
"ko:K22156",""
"ko:K07154",""
"ko:K16093","ko01054"
"ko:K16063","ko04630"
"ko:K04283","ko01100"
"ko:K20755",""
"ko:K08608",""
"ko:K10083",""
"ko:K21441",""
"ko:K20973","ko02025"
"ko:K13402","ko01240"
"ko:K20674","ko04624"
"ko:K08822","ko05131"
"ko:K15783","ko01120"
"ko:K02498",""
"ko:K21000","ko02025"
"ko:K08178",""
"ko:K12351","ko04071"
"ko:K11237","ko04011"
"ko:K19597",""
"ko:K01501","ko01120"
"ko:K07996","ko05206"
"ko:K16670",""
"ko:K01848","ko01200"
"ko:K12505","ko01110"
"ko:K16679","ko04391"
"ko:K18711",""
"ko:K06680","ko04111"
"ko:K11974","ko05131"
"ko:K05848","ko01100"
"ko:K21123","ko05168"
"ko:K09392","ko04110"
"ko:K16730",""
"ko:K17447","ko05226"
"ko:K15396",""
"ko:K18039",""
"ko:K13969","ko05146"
"ko:K21801","ko01100"
"ko:K07914",""
"ko:K08437",""
"ko:K19950",""
"ko:K04953","ko04024"
"ko:K17841","ko01110"
"ko:K18040",""
"ko:K18245","ko04976"
"ko:K18458",""
"ko:K09520",""
"ko:K17820","ko04621"
"ko:K17534","ko04010"
"ko:K19802","ko00470"
"ko:K08767","ko04979"
"ko:K15274",""
"ko:K17588",""
"ko:K18200",""
"ko:K19284",""
"ko:K19934",""
"ko:K07360","ko05340"
"ko:K13803","ko04745"
"ko:K17433",""
"ko:K09526","ko04144"
"ko:K22037",""
"ko:K13997","ko01120"
"ko:K02369","ko01100"
"ko:K12406","ko04950"
"ko:K14435",""
"ko:K19980","ko01100"
"ko:K10316",""
"ko:K05361","ko04216"
"ko:K19969","ko01110"
"ko:K11122",""
"ko:K01035","ko02020"
"ko:K17298",""
"ko:K22306",""
"ko:K20534",""
"ko:K21869",""
"ko:K03408","ko02030"
"ko:K12886","ko05206"
"ko:K01353","ko05332"
"ko:K16261",""
"ko:K10250","ko01212"
"ko:K09425",""
"ko:K08141",""
"ko:K14783",""
"ko:K09552",""
"ko:K19836","ko01232"
"ko:K17622",""
"ko:K04940",""
"ko:K00356",""
"ko:K06842","ko04360"
"ko:K15300",""
"ko:K18631",""
"ko:K05736","ko05211"
"ko:K19839","ko04011"
"ko:K01664","ko01240"
"ko:K19700","ko01120"
"ko:K01840","ko01250"
"ko:K20605","ko04016"
"ko:K08209",""
"ko:K04717","ko04071"
"ko:K13902",""
"ko:K14506","ko04075"
"ko:K04350","ko05235"
"ko:K14701","ko05208"
"ko:K06048","ko01100"
"ko:K21802","ko01120"
"ko:K14650","ko03022"
"ko:K02509","ko01120"
"ko:K14067","ko01200"
"ko:K08319",""
"ko:K08299",""
"ko:K18025",""
"ko:K12192","ko05022"
"ko:K19346","ko04820"
"ko:K00742","ko01100"
"ko:K13959",""
"ko:K01260",""
"ko:K11645","ko01230"
"ko:K13537","ko05143"
"ko:K06893",""
"ko:K04539","ko05200"
"ko:K02543","ko04113"
"ko:K01294","ko04940"
"ko:K08455",""
"ko:K14502","ko04075"
"ko:K18037",""
"ko:K10521",""
"ko:K02660","ko02025"
"ko:K16130","ko01054"
"ko:K12329","ko05205"
"ko:K05111","ko04360"
"ko:K20090","ko02024"
"ko:K11759",""
"ko:K16848","ko05205"
"ko:K11802",""
"ko:K08588","ko03083"
"ko:K08463",""
"ko:K13046",""
"ko:K03508","ko03460"
"ko:K10698","ko05022"
"ko:K06821","ko04360"
"ko:K17708",""
"ko:K20637",""
"ko:K15588","ko01100"
"ko:K22291","ko04979"
"ko:K01306",""
"ko:K11999",""
"ko:K05621",""
"ko:K08247","ko01100"
"ko:K08707",""
"ko:K18211","ko04911"
"ko:K05086","ko05215"
"ko:K02371","ko01212"
"ko:K07408","ko05417"
"ko:K06007",""
"ko:K12582","ko00543"
"ko:K18656",""
"ko:K06761",""
"ko:K03877","ko01100"
"ko:K14700","ko05208"
"ko:K08212",""
"ko:K20465",""
"ko:K13403","ko01240"
"ko:K16432","ko01055"
"ko:K18196","ko04020"
"ko:K04832","ko04750"
"ko:K09505",""
"ko:K10874",""
"ko:K04595",""
"ko:K12117",""
"ko:K13460","ko04626"
"ko:K20770",""
"ko:K08499","ko04130"
"ko:K19840","ko04011"
"ko:K11004","ko05133"
"ko:K10304",""
"ko:K10981","ko03450"
"ko:K01678","ko01200"
"ko:K14162",""
"ko:K13957",""
"ko:K13943",""
"ko:K00090","ko01120"
"ko:K15792","ko01100"
"ko:K13813","ko04145"
"ko:K21832","ko01100"
"ko:K07965","ko05205"
"ko:K14675","ko01100"
"ko:K08043","ko05414"
"ko:K06247","ko05222"
"ko:K13039","ko01240"
"ko:K00501","ko05034"
"ko:K12031",""
"ko:K04852","ko04930"
"ko:K11349",""
"ko:K04861","ko05414"
"ko:K13370","ko01212"
"ko:K16067",""
"ko:K14270",""
"ko:K15124",""
"ko:K06005","ko04613"
"ko:K05123","ko04310"
"ko:K17105","ko01110"
"ko:K08021","ko04726"
"ko:K07930",""
"ko:K01667","ko01100"
"ko:K00244","ko02020"
"ko:K00247","ko02020"
"ko:K10076",""
"ko:K08149",""
"ko:K11346",""
"ko:K10647",""
"ko:K21910",""
"ko:K01827","ko04916"
"ko:K11989","ko05205"
"ko:K17970",""
"ko:K05100","ko04020"
"ko:K20315",""
"ko:K20772","ko04016"
"ko:K12226",""
"ko:K08899",""
"ko:K04918",""
"ko:K04792","ko01053"
"ko:K10063","ko04918"
"ko:K22187","ko01100"
"ko:K04883",""
"ko:K20600","ko04626"
"ko:K09491",""
"ko:K07486",""
"ko:K10388","ko04820"
"ko:K19703",""
"ko:K07430","ko00140"
"ko:K13831","ko01230"
"ko:K18369","ko01100"
"ko:K09576",""
"ko:K18404",""
"ko:K17502",""
"ko:K08208",""
"ko:K21405",""
"ko:K07514","ko04146"
"ko:K07189","ko04931"
"ko:K11784","ko01240"
"ko:K07316",""
"ko:K14171","ko04122"
"ko:K13785",""
"ko:K10998",""
"ko:K10574","ko04120"
"ko:K16799","ko04341"
"ko:K02352",""
"ko:K06839","ko04361"
"ko:K13713","ko01110"
"ko:K10280",""
"ko:K20848",""
"ko:K10070","ko04625"
"ko:K20313",""
"ko:K17816",""
"ko:K19606",""
"ko:K22154",""
"ko:K18769",""
"ko:K18803",""
"ko:K04580","ko04080"
"ko:K12326","ko04014"
"ko:K04163","ko04726"
"ko:K09603",""
"ko:K16328","ko01100"
"ko:K05334","ko04978"
"ko:K21432",""
"ko:K18082","ko04140"
"ko:K11393",""
"ko:K19920",""
"ko:K19292",""
"ko:K14210","ko04974"
"ko:K05745","ko04820"
"ko:K08105","ko00532"
"ko:K13898","ko04970"
"ko:K08781",""
"ko:K07857",""
"ko:K15780","ko01232"
"ko:K07888","ko05152"
"ko:K16330","ko01100"
"ko:K15527",""
"ko:K08020","ko04530"
"ko:K16611",""
"ko:K04805","ko05207"
"ko:K11873",""
"ko:K12647","ko05171"
"ko:K13863","ko05206"
"ko:K18897","ko01100"
"ko:K13104",""
"ko:K05788",""
"ko:K14382",""
"ko:K21799",""
"ko:K05651","ko02010"
"ko:K07922",""
"ko:K10440","ko02010"
"ko:K13501","ko01230"
"ko:K12769","ko04113"
"ko:K03343","ko01100"
"ko:K05680","ko02010"
"ko:K14594","ko01110"
"ko:K18811",""
"ko:K12794","ko05168"
"ko:K12411","ko04111"
"ko:K21122",""
"ko:K14643",""
"ko:K05777",""
"ko:K12331","ko05200"
"ko:K16248",""
"ko:K14705",""
"ko:K22416",""
"ko:K13241","ko05222"
"ko:K01746","ko01100"
"ko:K03451",""
"ko:K12366","ko05135"
"ko:K09599","ko04142"
"ko:K20819",""
"ko:K11485","ko03083"
"ko:K08619",""
"ko:K03499",""
"ko:K18677","ko01250"
"ko:K03990","ko05322"
"ko:K15925",""
"ko:K11421","ko04550"
"ko:K16417","ko01052"
"ko:K16424","ko01110"
"ko:K13987","ko01100"
"ko:K03342","ko01240"
"ko:K18048",""
"ko:K04007","ko05162"
"ko:K14346",""
"ko:K13858",""
"ko:K19911",""
"ko:K11722",""
"ko:K18182","ko04714"
"ko:K05763","ko05205"
"ko:K13887",""
"ko:K07370","ko05340"
"ko:K08840","ko04013"
"ko:K10765",""
"ko:K04980","ko04742"
"ko:K04925",""
"ko:K12159","ko05171"
"ko:K11158","ko01100"
"ko:K21356","ko05022"
"ko:K15506","ko01110"
"ko:K08068","ko01250"
"ko:K09455","ko05218"
"ko:K19781",""
"ko:K04340","ko01110"
"ko:K06686","ko04111"
"ko:K07157",""
"ko:K20201",""
"ko:K12030",""
"ko:K11489","ko04550"
"ko:K02018","ko02010"
"ko:K00043","ko01200"
"ko:K22016",""
"ko:K20227","ko04013"
"ko:K00517",""
"ko:K03055","ko03020"
"ko:K17100","ko01200"
"ko:K16787","ko02010"
"ko:K17614","ko04010"
"ko:K18202","ko01100"
"ko:K08748","ko04976"
"ko:K19522",""
"ko:K18439","ko04144"
"ko:K01925","ko01100"
"ko:K20125",""
"ko:K06766","ko04514"
"ko:K02191","ko01240"
"ko:K14471","ko01200"
"ko:K05611","ko05022"
"ko:K01825","ko01212"
"ko:K05083","ko05230"
"ko:K07250","ko01120"
"ko:K20281",""
"ko:K04963","ko05022"
"ko:K17336",""
"ko:K06659","ko04113"
"ko:K10882","ko03460"
"ko:K03933",""
"ko:K18529","ko04014"
"ko:K19838","ko04011"
"ko:K14451","ko01200"
"ko:K13276",""
"ko:K17624",""
"ko:K04825","ko04960"
"ko:K05353","ko01110"
"ko:K05824","ko01230"
"ko:K06019","ko00190"
"ko:K21600",""
"ko:K04599",""
"ko:K16549",""
"ko:K05018","ko04966"
"ko:K03791",""
"ko:K19862","ko05130"
"ko:K16120",""
"ko:K05961","ko01232"
"ko:K19283",""
"ko:K04637","ko05146"
"ko:K09336",""
"ko:K20630",""
"ko:K10861",""
"ko:K09820",""
"ko:K11233","ko04139"
"ko:K08616",""
"ko:K12374",""
"ko:K18741",""
"ko:K19551","ko01100"
"ko:K16253","ko03020"
"ko:K06621","ko05225"
"ko:K04915",""
"ko:K17457","ko05205"
"ko:K09538",""
"ko:K07635","ko01100"
"ko:K21341",""
"ko:K10010","ko02010"
"ko:K14636","ko04725"
"ko:K09521","ko04141"
"ko:K11182","ko01100"
"ko:K06855","ko04657"
"ko:K11483",""
"ko:K12037",""
"ko:K21620","ko01100"
"ko:K05297","ko00071"
"ko:K14781",""
"ko:K08807",""
"ko:K06571","ko05202"
"ko:K09615",""
"ko:K21946","ko05221"
"ko:K18952","ko05418"
"ko:K15452",""
"ko:K01801","ko01120"
"ko:K07880",""
"ko:K17755","ko01100"
"ko:K11767",""
"ko:K21970",""
"ko:K15639","ko01110"
"ko:K10941","ko05111"
"ko:K20832",""
"ko:K17486","ko01100"
"ko:K19615","ko02020"
"ko:K08190",""
"ko:K19847","ko04011"
"ko:K11278",""
"ko:K11867",""
"ko:K09672","ko01100"
"ko:K16307",""
"ko:K10066","ko04145"
"ko:K19860","ko04011"
"ko:K18592","ko01100"
"ko:K14383",""
"ko:K16555","ko00543"
"ko:K19553","ko04350"
"ko:K03880","ko05415"
"ko:K13304","ko04151"
"ko:K15636",""
"ko:K17791",""
"ko:K05192","ko05033"
"ko:K21643",""
"ko:K21169","ko01110"
"ko:K19340","ko02010"
"ko:K08075",""
"ko:K08847","ko05132"
"ko:K20394","ko04211"
"ko:K17524",""
"ko:K08783",""
"ko:K11350",""
"ko:K11478","ko04550"
"ko:K04775",""
"ko:K16940",""
"ko:K02424","ko02040"
"ko:K18748",""
"ko:K15563",""
"ko:K15375","ko04727"
"ko:K12297",""
"ko:K03980",""
"ko:K08577",""
"ko:K17066","ko01200"
"ko:K10542","ko02010"
"ko:K07425","ko04750"
"ko:K05096","ko05323"
"ko:K16420","ko01052"
"ko:K10072",""
"ko:K05861","ko05131"
"ko:K14967",""
"ko:K17425",""
"ko:K18542",""
"ko:K00904","ko01232"
"ko:K05878","ko01100"
"ko:K16844","ko01100"
"ko:K08284",""
"ko:K05741","ko04820"
"ko:K20986","ko01110"
"ko:K19596",""
"ko:K08663",""
"ko:K17706","ko04015"
"ko:K14690",""
"ko:K11298",""
"ko:K21373","ko01110"
"ko:K18966","ko01110"
"ko:K02187","ko05417"
"ko:K02396","ko02040"
"ko:K14608","ko05165"
"ko:K13908","ko04970"
"ko:K02004",""
"ko:K07995","ko04928"
"ko:K10791",""
"ko:K19498","ko04148"
"ko:K03749",""
"ko:K18234",""
"ko:K15715",""
"ko:K18036",""
"ko:K15743",""
"ko:K11870",""
"ko:K18893","ko02010"
"ko:K13797","ko03020"
"ko:K09594","ko05211"
"ko:K14022","ko04141"
"ko:K01971","ko03450"
"ko:K11457","ko03083"
"ko:K07896",""
"ko:K09224",""
"ko:K15467","ko01110"
"ko:K20908",""
"ko:K03376","ko01100"
"ko:K08693","ko01232"
"ko:K18018","ko04010"
"ko:K21574","ko01100"
"ko:K11770",""
"ko:K04922",""
"ko:K07906",""
"ko:K20722",""
"ko:K10057",""
"ko:K20736","ko01100"
"ko:K06754","ko04361"
"ko:K01282",""
"ko:K07038",""
"ko:K08761","ko04979"
"ko:K15353","ko05132"
"ko:K09673","ko01100"
"ko:K09637",""
"ko:K21053","ko01232"
"ko:K09633","ko05215"
"ko:K11874",""
"ko:K10788","ko05310"
"ko:K15645",""
"ko:K14426","ko04928"
"ko:K03793","ko01240"
"ko:K11149","ko01100"
"ko:K19245",""
"ko:K17391","ko05206"
"ko:K07412","ko05207"
"ko:K08756","ko03320"
"ko:K13958",""
"ko:K20219","ko01100"
"ko:K12324","ko04921"
"ko:K16318",""
"ko:K20067",""
"ko:K08806","ko05221"
"ko:K00153",""
"ko:K15679",""
"ko:K20810","ko01240"
"ko:K13986",""
"ko:K19203","ko01052"
"ko:K09905","ko01100"
"ko:K05119","ko05235"
"ko:K06485","ko05414"
"ko:K10285",""
"ko:K12298","ko04975"
"ko:K13804","ko04745"
"ko:K08500","ko04130"
"ko:K20040",""
"ko:K09563",""
"ko:K06803",""
"ko:K15076",""
"ko:K18565","ko01110"
"ko:K13169",""
"ko:K16087",""
"ko:K08837","ko04914"
"ko:K18051","ko04750"
"ko:K06734","ko04980"
"ko:K01200","ko01110"
"ko:K13779","ko01120"
"ko:K16923",""
"ko:K20807","ko01120"
"ko:K19578",""
"ko:K01616","ko01210"
"ko:K07548","ko01220"
"ko:K19988",""
"ko:K17883",""
"ko:K05753","ko05231"
"ko:K19194",""
"ko:K14267","ko01230"
"ko:K15071",""
"ko:K04394","ko05132"
"ko:K19328",""
"ko:K04399","ko05417"
"ko:K11240","ko04011"
"ko:K06216",""
"ko:K12303",""
"ko:K12028",""
"ko:K07436","ko05206"
"ko:K01765","ko01100"
"ko:K21325","ko01110"
"ko:K18824","ko01100"
"ko:K08777","ko02024"
"ko:K21028","ko04122"
"ko:K13777","ko01120"
"ko:K13798","ko03020"
"ko:K02842","ko05226"
"ko:K06717",""
"ko:K05108","ko04360"
"ko:K11154","ko01100"
"ko:K16370","ko01230"
"ko:K18353","ko02020"
"ko:K10214","ko04146"
"ko:K22348",""
"ko:K10127","ko05206"
"ko:K00956","ko01120"
"ko:K12596","ko03018"
"ko:K07280",""
"ko:K20849",""
"ko:K00590",""
"ko:K19478","ko04141"
"ko:K09765",""
"ko:K05704","ko05418"
"ko:K17477",""
"ko:K17044",""
"ko:K17345",""
"ko:K18420",""
"ko:K20207",""
"ko:K08661",""
"ko:K07654","ko02020"
"ko:K19774","ko04212"
"ko:K06706",""
"ko:K04018",""
"ko:K11325",""
"ko:K09634",""
"ko:K10827",""
"ko:K19634","ko01100"
"ko:K15052","ko01200"
"ko:K17216","ko01230"
"ko:K02368","ko01100"
"ko:K13260","ko01110"
"ko:K07747","ko05010"
"ko:K14723",""
"ko:K08652",""
"ko:K01032","ko01120"
"ko:K21487",""
"ko:K16014","ko02010"
"ko:K04731","ko05152"
"ko:K13004",""
"ko:K04877","ko04934"
"ko:K07895",""
"ko:K13864",""
"ko:K13381","ko01100"
"ko:K01119","ko01100"
"ko:K15898","ko01250"
"ko:K14991",""
"ko:K03513","ko03450"
"ko:K15391",""
"ko:K21336","ko01110"
"ko:K17971","ko04011"
"ko:K22443",""
"ko:K22493",""
"ko:K15411","ko05168"
"ko:K14697",""
"ko:K11741",""
"ko:K19196",""
"ko:K05214","ko05034"
"ko:K08605","ko02024"
"ko:K16676","ko04391"
"ko:K05623",""
"ko:K15023","ko01200"
"ko:K20856",""
"ko:K10022","ko02010"
"ko:K13442",""
"ko:K20839",""
"ko:K15054","ko01120"
"ko:K09365",""
"ko:K06464","ko05416"
"ko:K20633",""
"ko:K03270","ko01250"
"ko:K07835","ko05212"
"ko:K18820",""
"ko:K02500","ko01230"
"ko:K15877","ko01120"
"ko:K16360","ko04514"
"ko:K20071",""
"ko:K11455","ko03083"
"ko:K06759","ko04514"
"ko:K02594","ko01100"
"ko:K07754","ko04919"
"ko:K10014","ko02010"
"ko:K15515","ko00430"
"ko:K12664","ko01100"
"ko:K17641",""
"ko:K11031","ko02024"
"ko:K17399","ko05206"
"ko:K16386","ko01052"
"ko:K21833","ko01100"
"ko:K11810",""
"ko:K10907",""
"ko:K14695",""
"ko:K10262",""
"ko:K14355",""
"ko:K08117",""
"ko:K03175","ko05417"
"ko:K21355",""
"ko:K19223",""
"ko:K11217","ko05235"
"ko:K11916",""
"ko:K16295",""
"ko:K20801","ko01100"
"ko:K16288",""
"ko:K08324","ko01120"
"ko:K14639",""
"ko:K07610","ko05414"
"ko:K13733","ko05100"
"ko:K21764",""
"ko:K16843","ko01100"
"ko:K22417","ko01100"
"ko:K19497","ko04740"
"ko:K03641",""
"ko:K04538","ko05200"
"ko:K10213","ko01232"
"ko:K07593","ko05230"
"ko:K13416","ko04626"
"ko:K04012","ko05169"
"ko:K05106","ko04360"
"ko:K04876",""
"ko:K14212",""
"ko:K14462","ko05417"
"ko:K03663","ko01100"
"ko:K06594","ko04810"
"ko:K19979","ko01110"
"ko:K19933",""
"ko:K04923",""
"ko:K19663","ko05415"
"ko:K10136","ko04115"
"ko:K21138","ko01100"
"ko:K12044","ko05415"
"ko:K08885",""
"ko:K16820","ko04392"
"ko:K21384",""
"ko:K07920","ko04140"
"ko:K04415","ko04668"
"ko:K20995","ko05224"
"ko:K15041","ko05415"
"ko:K18679","ko04111"
"ko:K15309","ko05166"
"ko:K05660","ko02010"
"ko:K14031",""
"ko:K13272","ko01110"
"ko:K13022",""
"ko:K09587","ko01110"
"ko:K04933",""
"ko:K17819","ko01110"
"ko:K10741","ko03460"
"ko:K02578","ko01100"
"ko:K08243","ko01110"
"ko:K03091",""
"ko:K20869",""
"ko:K21710",""
"ko:K08019","ko04015"
"ko:K17621",""
"ko:K20647",""
"ko:K11656","ko03082"
"ko:K04998","ko04921"
"ko:K16030","ko01052"
"ko:K12766","ko04113"
"ko:K11405","ko05203"
"ko:K11205","ko04216"
"ko:K10152","ko05207"
"ko:K18648",""
"ko:K00802","ko01100"
"ko:K04414","ko04010"
"ko:K10101",""
"ko:K08519",""
"ko:K15615","ko05202"
"ko:K08370","ko04978"
"ko:K13191",""
"ko:K00085",""
"ko:K08444",""
"ko:K19485",""
"ko:K20723","ko05010"
"ko:K17347",""
"ko:K13644","ko01110"
"ko:K13505","ko04145"
"ko:K06060",""
"ko:K09876","ko04962"
"ko:K22389","ko01110"
"ko:K16727",""
"ko:K11652","ko05225"
"ko:K11425","ko01100"
"ko:K15329",""
"ko:K18459",""
"ko:K14949","ko05152"
"ko:K20924",""
"ko:K18409",""
"ko:K17103","ko01110"
"ko:K13780","ko05230"
"ko:K04602",""
"ko:K22456","ko04915"
"ko:K08754","ko03320"
"ko:K14438",""
"ko:K12660","ko01120"
"ko:K22255",""
"ko:K17793",""
"ko:K16397","ko01052"
"ko:K08786",""
"ko:K11768",""
"ko:K19599","ko04630"
"ko:K17436",""
"ko:K08103","ko00534"
"ko:K14369","ko01110"
"ko:K13970","ko05146"
"ko:K16094","ko01054"
"ko:K16064","ko04630"
"ko:K19019",""
"ko:K06112","ko04015"
"ko:K15811","ko00909"
"ko:K06778","ko04514"
"ko:K19878",""
"ko:K09885",""
"ko:K16735",""
"ko:K18498","ko04550"
"ko:K17448","ko05226"
"ko:K04888",""
"ko:K20524",""
"ko:K20119",""
"ko:K07940","ko04144"
"ko:K21170","ko01110"
"ko:K06220",""
"ko:K21996",""
"ko:K00149","ko04936"
"ko:K21624","ko00330"
"ko:K16682","ko04392"
"ko:K09608",""
"ko:K15909","ko04910"
"ko:K17439",""
"ko:K22190",""
"ko:K21342",""
"ko:K09616",""
"ko:K09652",""
"ko:K06410",""
"ko:K06836",""
"ko:K08210",""
"ko:K14702","ko04918"
"ko:K21875",""
"ko:K02554","ko01220"
"ko:K06757","ko04514"
"ko:K13892","ko02010"
"ko:K19806","ko04011"
"ko:K09662","ko01100"
"ko:K09605",""
"ko:K13538",""
"ko:K04410","ko05211"
"ko:K19579",""
"ko:K18143","ko01501"
"ko:K19406",""
"ko:K09394",""
"ko:K20847",""
"ko:K16913",""
"ko:K05087","ko05225"
"ko:K08611",""
"ko:K17283",""
"ko:K06008",""
"ko:K09393",""
"ko:K19415",""
"ko:K08854","ko05202"
"ko:K13297",""
"ko:K07843","ko04934"
"ko:K20599","ko04016"
"ko:K01300","ko04974"
"ko:K11313","ko05202"
"ko:K03780","ko01100"
"ko:K07968","ko01100"
"ko:K14322",""
"ko:K19708","ko04139"
"ko:K07928",""
"ko:K08045","ko05414"
"ko:K05614","ko05016"
"ko:K00502","ko04726"
"ko:K09609",""
"ko:K16068",""
"ko:K05664","ko04979"
"ko:K05696","ko05208"
"ko:K06009","ko04011"
"ko:K08022","ko04726"
"ko:K17047",""
"ko:K05624",""
"ko:K17363","ko00340"
"ko:K09678",""
"ko:K12013",""
"ko:K14612",""
"ko:K13896","ko02010"
"ko:K04884",""
"ko:K19827",""
"ko:K10714","ko01200"
"ko:K16147","ko01100"
"ko:K08887","ko05416"
"ko:K17453","ko04910"
"ko:K08833",""
"ko:K04413",""
"ko:K06850","ko04360"
"ko:K22496",""
"ko:K04893","ko05017"
"ko:K02067","ko02010"
"ko:K22459",""
"ko:K08205","ko04976"
"ko:K05684","ko04979"
"ko:K10996",""
"ko:K19987",""
"ko:K08782",""
"ko:K12612","ko03018"
"ko:K04622","ko04621"
"ko:K21436",""
"ko:K06487","ko05418"
"ko:K14678",""
"ko:K04806","ko05207"
"ko:K18432",""
"ko:K18052","ko05235"
"ko:K08878","ko05220"
"ko:K19241","ko05100"
"ko:K06615",""
"ko:K22261",""
"ko:K11171",""
"ko:K09277",""
"ko:K22407",""
"ko:K13242","ko05418"
"ko:K13990","ko01100"
"ko:K09463",""
"ko:K09600","ko04142"
"ko:K11486","ko03083"
"ko:K03994","ko05322"
"ko:K05030","ko04972"
"ko:K20788","ko01052"
"ko:K05203","ko04724"
"ko:K22485",""
"ko:K13859",""
"ko:K14725",""
"ko:K08007","ko05206"
"ko:K09261","ko04371"
"ko:K20991",""
"ko:K15590","ko04137"
"ko:K12034",""
"ko:K20401","ko04150"
"ko:K18440","ko04144"
"ko:K19762","ko04212"
"ko:K14472","ko01200"
"ko:K05084","ko05206"
"ko:K04309","ko04310"
"ko:K08636",""
"ko:K19523","ko05415"
"ko:K06274","ko04670"
"ko:K01031","ko01120"
"ko:K16718",""
"ko:K17860",""
"ko:K11710","ko02010"
"ko:K18639","ko04111"
"ko:K13854",""
"ko:K17859",""
"ko:K14464","ko01100"
"ko:K13729","ko05142"
"ko:K10056","ko05412"
"ko:K17953",""
"ko:K17295",""
"ko:K10760","ko01110"
"ko:K04947",""
"ko:K07528","ko04360"
"ko:K05101","ko05230"
"ko:K17554",""
"ko:K16941",""
"ko:K10545","ko02010"
"ko:K15339",""
"ko:K05098","ko05418"
"ko:K10719","ko00981"
"ko:K13978","ko05146"
"ko:K08820",""
"ko:K16688","ko04391"
"ko:K15531",""
"ko:K17697","ko04015"
"ko:K04396","ko05417"
"ko:K15578","ko02010"
"ko:K16394","ko01052"
"ko:K10093",""
"ko:K11458","ko03083"
"ko:K09225",""
"ko:K15695",""
"ko:K07871","ko04137"
"ko:K20220","ko04013"
"ko:K17873",""
"ko:K12424",""
"ko:K11396",""
"ko:K06755","ko04360"
"ko:K20652",""
"ko:K09674","ko01100"
"ko:K07017",""
"ko:K17392",""
"ko:K08628",""
"ko:K06583","ko05414"
"ko:K17977",""
"ko:K19939",""
"ko:K13781","ko04974"
"ko:K18212",""
"ko:K17721","ko05204"
"ko:K06083","ko05231"
"ko:K00625","ko01200"
"ko:K19195",""
"ko:K14389",""
"ko:K07419","ko01110"
"ko:K12256","ko01100"
"ko:K04395","ko05132"
"ko:K07409","ko05208"
"ko:K07438","ko05152"
"ko:K13615",""
"ko:K19977",""
"ko:K13369","ko01240"
"ko:K06205",""
"ko:K11711","ko02020"
"ko:K18281","ko01110"
"ko:K08301",""
"ko:K08662",""
"ko:K11760",""
"ko:K21174","ko01110"
"ko:K20162",""
"ko:K17536","ko04013"
"ko:K16119",""
"ko:K09483","ko01110"
"ko:K19891","ko01100"
"ko:K13261","ko01110"
"ko:K13765","ko05030"
"ko:K14722",""
"ko:K13737","ko05100"
"ko:K02488","ko04112"
"ko:K12771","ko04113"
"ko:K09400",""
"ko:K06493","ko05418"
"ko:K16181","ko01120"
"ko:K18222",""
"ko:K20651",""
"ko:K06760","ko04514"
"ko:K21422",""
"ko:K19208","ko01052"
"ko:K13697",""
"ko:K12780","ko04113"
"ko:K16814",""
"ko:K21668","ko05167"
"ko:K07825","ko05200"
"ko:K17844",""
"ko:K11598","ko03050"
"ko:K07633","ko01100"
"ko:K20433","ko01110"
